source	time	person	location	organization	miscellaneous
	2020-03-06 00:00:00	juancarlosaranapic twitter com 555yhq0zdh|	desaguadero|		tristeza 
	2020-03-06 00:00:00	confirman|			tristeza  
	2020-03-06 00:00:00	claudio ramirez senalo|	tacna|	red de salud de lima|	ira  
	2020-03-06 00:00:00	covidenperu peru|			alegría
	2020-03-06 00:00:00	martin vizcarra confirmo|	francia|republica checa|		tristeza   
	2020-03-06 00:00:00	coronavirus peru|			tristeza
	2020-03-06 00:00:00	peru|			miedo   
	2020-03-06 00:00:00	martin vizcarra confirmo|			tristeza 
	2020-03-06 00:00:00	peru|			tristeza  
	2020-03-06 00:00:00		prevencion|peru pic twitter|		ira   
	2020-03-06 00:00:00		peru high|		miedo
	2020-03-06 00:00:00		peru asi|		tristeza   
	2020-03-06 00:00:00	alan nestor pineda|	ecuador|		miedo 
	2020-03-06 00:00:00	peru|			tristeza
	2020-03-06 00:00:00			by johns hopkins csse peru|	miedo  
	2020-03-06 00:00:00	peru martin vizcarra confirmo|			tristeza 
	2020-03-06 00:00:00	coronavirus peru|			tristeza  
	2020-03-06 00:00:00	first|			tristeza   
	2020-03-06 00:00:00	coronavirus peru|			tristeza
	2020-03-06 00:00:00	singapur peru|			alegria 
	2020-03-06 00:00:00	coronavirus peru|			tristeza 
	2020-03-06 00:00:00	nuestro pais|			alegria  
	2020-03-06 00:00:00	peru martin vizcarra confirmo|	francia|republica checa segun vizcarra|		tristeza  
	2020-03-06 00:00:00	martin vizcarra|	francia|republica checa|		miedo   
	2020-03-06 00:00:00	peru|			tristeza   
	2020-03-06 00:00:00		edicion medio dia|treporta|el vaticano|		miedo
	2020-03-06 00:00:00	peru first|			miedo 
	2020-03-06 00:00:00	martinvizcarrac confirmo|	bolivia|		tristeza
	2020-03-06 00:00:00	coronavirus peru|	francia|republica checa pic twitter com|		tristeza 
	2020-03-06 00:00:00	republicacheca coronavirusperu|	francia|		tristeza  
	2020-03-06 00:00:00	millon|	mira|		miedo  
	2020-03-06 00:00:00	peru|			miedo   
	2020-03-06 00:00:00	peru|	francia|republica checa pic twitter com|		tristeza   
	2020-03-06 00:00:00	koronavir|peru|s rad peru|ba kan martin|			miedo
	2020-03-06 00:00:00		lima|		miedo 
	2020-03-06 00:00:00		peru jsjjsjjsj|		alegria   
	2020-03-06 00:00:00		argentina|brasil|republica dominicana|		miedo  
	2020-03-06 00:00:00	peru|martin vizcarra pic twitter com aanjfg9td8|	francia|republica checa|		ira
	2020-03-06 00:00:00		peru pic twitter|		tristeza
	2020-03-06 00:00:00		viajare|		tristeza 
	2020-03-06 00:00:00		ecuador|argentina|2 colombia|		miedo   
	2020-03-06 00:00:00	coronavirus peru|			tristeza  
	2020-03-06 00:00:00	pbo phillipbutters|	lima|	elizabethhinostroza|	miedo
	2020-03-06 00:00:00			ins|	tristeza   
	2020-03-06 00:00:00	algun|			alegría
	2020-03-06 00:00:00	peru|martin vizcarra confirmo|	francia|republica checa segun vizcarra pic twitter|		tristeza
	2020-03-06 00:00:00	peru|			miedo 
	2020-03-06 00:00:00	peru martin vizcarra|buenviernes peru coronavirusperu|	sudamerica|		tristeza 
	2020-03-06 00:00:00		america|		miedo  
	2020-03-06 00:00:00		francia|		ira 
