source	time	person	location	organization	miscellaneous
	2020-07-01 00:00:00	assim os|peru s|alguns com|barbarie|	estado do rj mesmo|		miedo 
	2020-07-01 00:00:00		tamaulipas|arequipa|arequipa|		miedo  
	2020-07-01 00:00:00		brasil|rusia|india|chile|italia|		miedo   
	2020-07-01 00:00:00	respira peru|	conf|		ira   
	2020-07-01 00:00:00	julio lee mas aqui|			miedo
	2020-07-01 00:00:00	san martin|peru|	tarapoto|		ira
	2020-07-01 00:00:00		argentina|chile guatemala|	united states|	miedo 
	2020-07-01 00:00:00		brasil|		alegria   
	2020-07-01 00:00:00	dtinforma|	brasil|rusia|india|chile|colombia|		tristeza
	2020-07-01 00:00:00	fernando olivera|	tamaulipas|arequipa|arequipa|		miedo  
	2020-07-01 00:00:00	elcomercio peru|			tristeza 
	2020-07-01 00:00:00	peru|			miedo   
	2020-07-01 00:00:00	elcomercio peru|			miedo
	2020-07-01 00:00:00	susaludperu|			tristeza  
	2020-07-01 00:00:00	patricio mery bell|	columna coescrita|lima|chile|	thetimescl sociologiadiver|	miedo 
	2020-07-01 00:00:00		dia|		tristeza   
	2020-07-01 00:00:00	peru|peru|			alegría
	2020-07-01 00:00:00	bcofalabellape|			miedo  
	2020-07-01 00:00:00	ops peru|			tristeza
	2020-07-01 00:00:00	escribio eduardo jimenez|		sim|	miedo   
	2020-07-01 00:00:00	economia colombiana|	chile|ecuador|		miedo
	2020-07-01 00:00:00	madrid realmadrid minsapma|	colombia|		miedo 
	2020-07-01 00:00:00	minsa peru|			miedo  
	2020-07-01 00:00:00	minsa peru|			miedo   
	2020-07-01 00:00:00		conozca|com urrjgimkkq|		tristeza 
	2020-07-01 00:00:00	andinaenglish peru president|			miedo
	2020-07-01 00:00:00		india|chile|		alegria 
	2020-07-01 00:00:00	peru|jaminson pablo|			tristeza  
	2020-07-01 00:00:00		mexico|		miedo 
	2020-07-01 00:00:00		peru america|		miedo  
	2020-07-01 00:00:00	mantendra|	lima|		ira 
	2020-07-01 00:00:00	atv peru|			miedo   
	2020-07-01 00:00:00	peru|	italia|	oms|	miedo
	2020-07-01 00:00:00			reciba informacion|	ira  
	2020-07-01 00:00:00	focalizacion peru|			miedo 
	2020-07-01 00:00:00		estados unidos|brasil|rusia|india|chile|		alegria  
	2020-07-01 00:00:00	peru|castro|			miedo  
	2020-07-01 00:00:00	video peru sexto|			miedo   
	2020-07-01 00:00:00	isolated city would not have much|			miedo
	2020-07-01 00:00:00		constance bay woman is sewing and providing face masks for free though she is accepting donations to support her|		miedo 
	2020-07-01 00:00:00	broadgenomics ucberkeley maxplanckpress jennifer dounda zhangf|charpentier|	crispr|	us fda|	ira   
	2020-07-01 00:00:00	peru|			miedo  
	2020-07-01 00:00:00	peru|			ira
	2020-07-01 00:00:00		covid|		miedo   
	2020-07-01 00:00:00		covid|		miedo
	2020-07-01 00:00:00		covid|		miedo 
	2020-07-01 00:00:00	peru|			tristeza   
	2020-07-01 00:00:00		brasil|		alegria   
	2020-07-01 00:00:00		mexico|brasil|		ira 
	2020-07-01 00:00:00		twitter com|		miedo  
	2020-07-01 00:00:00		tywz8pb92|		miedo   
	2020-07-01 00:00:00	mef peru mimpperu|			tristeza
	2020-07-01 00:00:00		peru|uci|		alegría
	2020-07-01 00:00:00	peru|			tristeza 
	2020-07-01 00:00:00		twitter com|		miedo
	2020-07-01 00:00:00			dia|	tristeza  
	2020-07-01 00:00:00	martinvizcarrac|	eeuu|		miedo 
	2020-07-01 00:00:00			qhubonoticias internacional peru|	miedo  
	2020-07-01 00:00:00	segun carlos|			miedo   
	2020-07-01 00:00:00	peru possuem os indices mais|	vivem|bacia|brasil|		tristeza   
	2020-07-01 00:00:00	andinaenglish|			miedo
	2020-07-01 00:00:00	julio 2 webinar|mtpe peru|	colombia|		tristeza
