source	time	person	location	organization	miscellaneous
	2020-05-01 00:00:00	primerodemayo quedateencasaya pic twitter|			alegria   
	2020-05-01 00:00:00		us|		alegría
	2020-05-01 00:00:00		peru motin|		alegria 
	2020-05-01 00:00:00		lima|		alegria  
	2020-05-01 00:00:00		lima|		alegria   
	2020-05-01 00:00:00			dia|	miedo   
	2020-05-01 00:00:00	jnjperu pcmperu|	lacras|		tristeza  
	2020-05-01 00:00:00	alberto xq|			alegría
	2020-05-01 00:00:00		colombia|brasil|chile|venezuela|		tristeza   
	2020-05-01 00:00:00	peru aprobo|	cuba|		ira  
	2020-05-01 00:00:00	minsa peru inpegob|			alegria 
	2020-05-01 00:00:00	elcomercio peru rppnoticias|justo sale keiko|	peru coronavirusperu|keiko|		miedo
	2020-05-01 00:00:00	elcomercio peru|			alegria  
	2020-05-01 00:00:00	martinvizcarrac|	venezuela|		ira   
	2020-05-01 00:00:00	loreto iquitos|			alegria   
	2020-05-01 00:00:00	millon|			tristeza
	2020-05-01 00:00:00	ale ames|			ira
	2020-05-01 00:00:00			in peru food markets have become the epicentre of covid 19 contagion pic twitter com|	alegría
	2020-05-01 00:00:00	manipula|			tristeza 
	2020-05-01 00:00:00		ecuador|bolivia colombia|videocortesia|		miedo 
	2020-05-01 00:00:00	peru pic twitter|			alegria 
	2020-05-01 00:00:00	bebe|			alegria  
	2020-05-01 00:00:00	bebe|			alegria   
	2020-05-01 00:00:00	martinvizcarrac|			ira 
	2020-05-01 00:00:00	ciro maguina colegio|eeuu peru|	estados unidos|		ira  
	2020-05-01 00:00:00	ciro maguina colegio|eeuu peru|	estados unidos|		ira   
	2020-05-01 00:00:00	trujillo vivo|			ira
	2020-05-01 00:00:00	ciro maguina colegio|eeuu peru|	estados unidos|		ira 
	2020-05-01 00:00:00	laborday martiresdechicagopic twitter com objzdbjcud|	lima|		miedo  
	2020-05-01 00:00:00		new may 1 update to covid 19|	highest death toll peru deaths|	alegría
	2020-05-01 00:00:00		colombia|america|		alegria 
	2020-05-01 00:00:00	hola victor|	venezuela|colombia|eeuu|		ira  
	2020-05-01 00:00:00		netflixes|		ira   
	2020-05-01 00:00:00	bono|			tristeza  
	2020-05-01 00:00:00	payaso caretas cgt peru|			tristeza   
	2020-05-01 00:00:00	bono|			miedo   
	2020-05-01 00:00:00		correa|		tristeza
	2020-05-01 00:00:00	coronovarius peru|			tristeza 
	2020-05-01 00:00:00		colombia|america|		alegria  
	2020-05-01 00:00:00		china|brasil|colombia|brasil|ecuador|chile|		ira
	2020-05-01 00:00:00		hospital augusto b leguia|		alegria   
	2020-05-01 00:00:00		cusco|		miedo
	2020-05-01 00:00:00		coordinacion|		alegría
	2020-05-01 00:00:00	bill gates|		cgt peru|	alegria 
	2020-05-01 00:00:00		sudamerica|chile|ecuador|ecuador|	excepcion|	alegria  
	2020-05-01 00:00:00	fuente sigfredo|	arequipa|		tristeza  
